,Filename,PublishedDate,Author,title,Authority,Text,Doc,Tokens,Entities,Sentiment
0,BBC-Gansu1,2023/12/19,UNKNOWN,Rescuers search for survivors as China earthquake kills 100,BBC NEWS,Rescuers search for survivors as China earthquake kills 100 19 December 2023 Summary * At least 111 people have been killed and more than 250 injured in the 5.9 magnitude quake that struck rural Gansu province in north-west China * Rescuers are braving freezing weather - with temperatures below -13C - to search for survivors * The government has dispatched teams of rescue workers to assist local emergency crews * China's leader Xi Jinping has ordered full rescue efforts * Power and water supplies have been disrupted in parts of the region * A second quake has been reported in Xinjiang province,Rescuers search for survivors as China earthquake kills 100 19 December 2023 Summary * At least 111 people have been killed and more than 250 injured in the 5.9 magnitude quake that struck rural Gansu province in north-west China * Rescuers are braving freezing weather - with temperatures below -13C - to search for survivors * The government has dispatched teams of rescue workers to assist local emergency crews * China's leader Xi Jinping has ordered full rescue efforts * Power and water supplies have been disrupted in parts of the region * A second quake has been reported in Xinjiang province,"['Rescuers', 'search', 'for', 'survivors', 'as', 'China', 'earthquake', 'kills', '100', '19', 'December', '2023', 'Summary', '*', 'At', 'least', '111', 'people', 'have', 'been', 'killed', 'and', 'more', 'than', '250', 'injured', 'in', 'the', '5.9', 'magnitude', 'quake', 'that', 'struck', 'rural', 'Gansu', 'province', 'in', 'north', '-', 'west', 'China', '*', 'Rescuers', 'are', 'braving', 'freezing', 'weather', '-', 'with', 'temperatures', 'below', '-13C', '-', 'to', 'search', 'for', 'survivors', '*', 'The', 'government', 'has', 'dispatched', 'teams', 'of', 'rescue', 'workers', 'to', 'assist', 'local', 'emergency', 'crews', '*', 'China', ""'s"", 'leader', 'Xi', 'Jinping', 'has', 'ordered', 'full', 'rescue', 'efforts', '*', 'Power', 'and', 'water', 'supplies', 'have', 'been', 'disrupted', 'in', 'parts', 'of', 'the', 'region', '*', 'A', 'second', 'quake', 'has', 'been', 'reported', 'in', 'Xinjiang', 'province']","[('China', 'GPE'), ('100', 'CARDINAL'), ('December 2023', 'DATE'), ('At least 111', 'CARDINAL'), ('more than 250', 'CARDINAL'), ('5.9', 'CARDINAL'), ('Gansu', 'GPE'), ('north-west', 'GPE'), ('China', 'GPE'), ('China', 'GPE'), ('Xi Jinping', 'PERSON'), ('second', 'ORDINAL'), ('Xinjiang', 'GPE')]","{'neg': 0.144, 'neu': 0.8, 'pos': 0.056, 'compound': -0.8542}"
1,BBC-Gansu2,2023/12/19,Frances Mao & Christy Cooney,Gansu earthquake- Over 120 killed in China's deadliest quake in years,BBC NEWS,"Gansu earthquake: Over 120 killed in China's deadliest quake in yearsBy Frances Mao & Christy CooneyBBC News 19 December 2023 At least 127 people have been killed in north-west China in the country's deadliest earthquake for years. The 6.2 magnitude quake hit mountainous Gansu province around midnight on Monday (16:00 GMT), also shaking neighbouring Qinghai. Fatalities may rise, with more than 700 reported injured in icy conditions. Chinese President Xi Jinping has ordered thousands of rescue crew to the region, among the poorest and most diverse in China. The earthquake is the country's deadliest since 2014, when more than 600 people were killed by a quake in south-western Yunnan province. On Tuesday, footage shown on state TV and social media networks showed entire villages split by the quake, as well as collapsed buildings and houses. Residents who fled their homes were also shown huddling over makeshift fires at hastily erected evacuation camps. Temperatures hit -13C (8.7F) on Tuesday, Chinese media reported. Survivors said the tremors had felt like ""being tossed by surging waves"" and recalled rushing out of their apartments. ""I woke my family up and we rushed down all 16 floors in one breath,"" said one man named Mr Qin by Chinese outlets. Local officials in Jishishan county, the worst-hit in Gansu province, said more than 5,000 buildings in the area had been damaged. Many other buildings in the province have been hit by mudslides triggered by the quake, while dozens of roads have been damaged by landslides. Chinese media quoted a director of the Gansu rescue team, who attributed the widescale damage to poor building quality in the villages - many homes being old and made of clay. Gansu lies between the Tibetan and Loess plateaus and borders Mongolia. The remote region is one of China's poorest and most ethnically diverse. The epicentre of the quake was in Linxia Hui Autonomous Prefecture, home to many Chinese Muslim groups, including the Hui, Bonan, Dongxiang and Salar people. Chinese authorities said the quake measured 6.2 on the Richter scale, while the US Geological Survey (USGS) recorded a magnitude of 5.9 and depth of 10km (6 miles). About 10 aftershocks have taken place, local authorities reported. On Tuesday, Xinjiang, the province west of Gansu, also recorded a 5.5 magnitude quake - but there were no immediate reports of casualties. Across the region, power and water supplies have been disrupted, hindering rescue efforts. Officials say they have limited time left to rescue people in the sub-zero conditions. ""It is too cold to bear... it's -15C [here],"" Wang Yi, chief commander of the Blue Sky Rescue Team, told the BBC. Blue Sky is China's largest non-governmental humanitarian organisation, with more than 30,000 volunteers across the country. Mr Wang said he expected the number of casualties to climb. ""We now need to dig deeper [into the rubble]. But there are no big buildings in the area. So it will rise, but it won't be much,"" he said. President Xi has said ""all efforts should be made to carry out search and rescue, treat the injured in a timely manner, and minimise casualties"". China sits in a region where a number of tectonic plates - notably the Eurasian, Indian and Pacific plates - meet. It is particularly prone to earthquakes. An earthquake in Yushu in Qinghai province, which is next to Gansu, claimed almost 2,700 lives in 2010. China's most devastating earthquake in recent decades was in the south-western province of Sichuan in 2008 when 87,000 people were killed.","Gansu earthquake: Over 120 killed in China's deadliest quake in yearsBy Frances Mao & Christy CooneyBBC News 19 December 2023 At least 127 people have been killed in north-west China in the country's deadliest earthquake for years. The 6.2 magnitude quake hit mountainous Gansu province around midnight on Monday (16:00 GMT), also shaking neighbouring Qinghai. Fatalities may rise, with more than 700 reported injured in icy conditions. Chinese President Xi Jinping has ordered thousands of rescue crew to the region, among the poorest and most diverse in China. The earthquake is the country's deadliest since 2014, when more than 600 people were killed by a quake in south-western Yunnan province. On Tuesday, footage shown on state TV and social media networks showed entire villages split by the quake, as well as collapsed buildings and houses. Residents who fled their homes were also shown huddling over makeshift fires at hastily erected evacuation camps. Temperatures hit -13C (8.7F) on Tuesday, Chinese media reported. Survivors said the tremors had felt like ""being tossed by surging waves"" and recalled rushing out of their apartments. ""I woke my family up and we rushed down all 16 floors in one breath,"" said one man named Mr Qin by Chinese outlets. Local officials in Jishishan county, the worst-hit in Gansu province, said more than 5,000 buildings in the area had been damaged. Many other buildings in the province have been hit by mudslides triggered by the quake, while dozens of roads have been damaged by landslides. Chinese media quoted a director of the Gansu rescue team, who attributed the widescale damage to poor building quality in the villages - many homes being old and made of clay. Gansu lies between the Tibetan and Loess plateaus and borders Mongolia. The remote region is one of China's poorest and most ethnically diverse. The epicentre of the quake was in Linxia Hui Autonomous Prefecture, home to many Chinese Muslim groups, including the Hui, Bonan, Dongxiang and Salar people. Chinese authorities said the quake measured 6.2 on the Richter scale, while the US Geological Survey (USGS) recorded a magnitude of 5.9 and depth of 10km (6 miles). About 10 aftershocks have taken place, local authorities reported. On Tuesday, Xinjiang, the province west of Gansu, also recorded a 5.5 magnitude quake - but there were no immediate reports of casualties. Across the region, power and water supplies have been disrupted, hindering rescue efforts. Officials say they have limited time left to rescue people in the sub-zero conditions. ""It is too cold to bear... it's -15C [here],"" Wang Yi, chief commander of the Blue Sky Rescue Team, told the BBC. Blue Sky is China's largest non-governmental humanitarian organisation, with more than 30,000 volunteers across the country. Mr Wang said he expected the number of casualties to climb. ""We now need to dig deeper [into the rubble]. But there are no big buildings in the area. So it will rise, but it won't be much,"" he said. President Xi has said ""all efforts should be made to carry out search and rescue, treat the injured in a timely manner, and minimise casualties"". China sits in a region where a number of tectonic plates - notably the Eurasian, Indian and Pacific plates - meet. It is particularly prone to earthquakes. An earthquake in Yushu in Qinghai province, which is next to Gansu, claimed almost 2,700 lives in 2010. China's most devastating earthquake in recent decades was in the south-western province of Sichuan in 2008 when 87,000 people were killed.","['Gansu', 'earthquake', ':', 'Over', '120', 'killed', 'in', 'China', ""'s"", 'deadliest', 'quake', 'in', 'yearsBy', 'Frances', 'Mao', '&', 'Christy', 'CooneyBBC', 'News', '19', 'December', '2023', 'At', 'least', '127', 'people', 'have', 'been', 'killed', 'in', 'north', '-', 'west', 'China', 'in', 'the', 'country', ""'s"", 'deadliest', 'earthquake', 'for', 'years', '.', 'The', '6.2', 'magnitude', 'quake', 'hit', 'mountainous', 'Gansu', 'province', 'around', 'midnight', 'on', 'Monday', '(', '16:00', 'GMT', ')', ',', 'also', 'shaking', 'neighbouring', 'Qinghai', '.', 'Fatalities', 'may', 'rise', ',', 'with', 'more', 'than', '700', 'reported', 'injured', 'in', 'icy', 'conditions', '.', 'Chinese', 'President', 'Xi', 'Jinping', 'has', 'ordered', 'thousands', 'of', 'rescue', 'crew', 'to', 'the', 'region', ',', 'among', 'the', 'poorest', 'and', 'most', 'diverse', 'in', 'China', '.', 'The', 'earthquake', 'is', 'the', 'country', ""'s"", 'deadliest', 'since', '2014', ',', 'when', 'more', 'than', '600', 'people', 'were', 'killed', 'by', 'a', 'quake', 'in', 'south', '-', 'western', 'Yunnan', 'province', '.', 'On', 'Tuesday', ',', 'footage', 'shown', 'on', 'state', 'TV', 'and', 'social', 'media', 'networks', 'showed', 'entire', 'villages', 'split', 'by', 'the', 'quake', ',', 'as', 'well', 'as', 'collapsed', 'buildings', 'and', 'houses', '.', 'Residents', 'who', 'fled', 'their', 'homes', 'were', 'also', 'shown', 'huddling', 'over', 'makeshift', 'fires', 'at', 'hastily', 'erected', 'evacuation', 'camps', '.', 'Temperatures', 'hit', '-13C', '(', '8.7F', ')', 'on', 'Tuesday', ',', 'Chinese', 'media', 'reported', '.', 'Survivors', 'said', 'the', 'tremors', 'had', 'felt', 'like', '""', 'being', 'tossed', 'by', 'surging', 'waves', '""', 'and', 'recalled', 'rushing', 'out', 'of', 'their', 'apartments', '.', '""', 'I', 'woke', 'my', 'family', 'up', 'and', 'we', 'rushed', 'down', 'all', '16', 'floors', 'in', 'one', 'breath', ',', '""', 'said', 'one', 'man', 'named', 'Mr', 'Qin', 'by', 'Chinese', 'outlets', '.', 'Local', 'officials', 'in', 'Jishishan', 'county', ',', 'the', 'worst', '-', 'hit', 'in', 'Gansu', 'province', ',', 'said', 'more', 'than', '5,000', 'buildings', 'in', 'the', 'area', 'had', 'been', 'damaged', '.', 'Many', 'other', 'buildings', 'in', 'the', 'province', 'have', 'been', 'hit', 'by', 'mudslides', 'triggered', 'by', 'the', 'quake', ',', 'while', 'dozens', 'of', 'roads', 'have', 'been', 'damaged', 'by', 'landslides', '.', 'Chinese', 'media', 'quoted', 'a', 'director', 'of', 'the', 'Gansu', 'rescue', 'team', ',', 'who', 'attributed', 'the', 'widescale', 'damage', 'to', 'poor', 'building', 'quality', 'in', 'the', 'villages', '-', 'many', 'homes', 'being', 'old', 'and', 'made', 'of', 'clay', '.', 'Gansu', 'lies', 'between', 'the', 'Tibetan', 'and', 'Loess', 'plateaus', 'and', 'borders', 'Mongolia', '.', 'The', 'remote', 'region', 'is', 'one', 'of', 'China', ""'s"", 'poorest', 'and', 'most', 'ethnically', 'diverse', '.', 'The', 'epicentre', 'of', 'the', 'quake', 'was', 'in', 'Linxia', 'Hui', 'Autonomous', 'Prefecture', ',', 'home', 'to', 'many', 'Chinese', 'Muslim', 'groups', ',', 'including', 'the', 'Hui', ',', 'Bonan', ',', 'Dongxiang', 'and', 'Salar', 'people', '.', 'Chinese', 'authorities', 'said', 'the', 'quake', 'measured', '6.2', 'on', 'the', 'Richter', 'scale', ',', 'while', 'the', 'US', 'Geological', 'Survey', '(', 'USGS', ')', 'recorded', 'a', 'magnitude', 'of', '5.9', 'and', 'depth', 'of', '10', 'km', '(', '6', 'miles', ')', '.', 'About', '10', 'aftershocks', 'have', 'taken', 'place', ',', 'local', 'authorities', 'reported', '.', 'On', 'Tuesday', ',', 'Xinjiang', ',', 'the', 'province', 'west', 'of', 'Gansu', ',', 'also', 'recorded', 'a', '5.5', 'magnitude', 'quake', '-', 'but', 'there', 'were', 'no', 'immediate', 'reports', 'of', 'casualties', '.', 'Across', 'the', 'region', ',', 'power', 'and', 'water', 'supplies', 'have', 'been', 'disrupted', ',', 'hindering', 'rescue', 'efforts', '.', 'Officials', 'say', 'they', 'have', 'limited', 'time', 'left', 'to', 'rescue', 'people', 'in', 'the', 'sub', '-', 'zero', 'conditions', '.', '""', 'It', 'is', 'too', 'cold', 'to', 'bear', '...', 'it', ""'s"", '-15C', '[', 'here', ']', ',', '""', 'Wang', 'Yi', ',', 'chief', 'commander', 'of', 'the', 'Blue', 'Sky', 'Rescue', 'Team', ',', 'told', 'the', 'BBC', '.', 'Blue', 'Sky', 'is', 'China', ""'s"", 'largest', 'non', '-', 'governmental', 'humanitarian', 'organisation', ',', 'with', 'more', 'than', '30,000', 'volunteers', 'across', 'the', 'country', '.', 'Mr', 'Wang', 'said', 'he', 'expected', 'the', 'number', 'of', 'casualties', 'to', 'climb', '.', '""', 'We', 'now', 'need', 'to', 'dig', 'deeper', '[', 'into', 'the', 'rubble', ']', '.', 'But', 'there', 'are', 'no', 'big', 'buildings', 'in', 'the', 'area', '.', 'So', 'it', 'will', 'rise', ',', 'but', 'it', 'wo', ""n't"", 'be', 'much', ',', '""', 'he', 'said', '.', 'President', 'Xi', 'has', 'said', '""', 'all', 'efforts', 'should', 'be', 'made', 'to', 'carry', 'out', 'search', 'and', 'rescue', ',', 'treat', 'the', 'injured', 'in', 'a', 'timely', 'manner', ',', 'and', 'minimise', 'casualties', '""', '.', 'China', 'sits', 'in', 'a', 'region', 'where', 'a', 'number', 'of', 'tectonic', 'plates', '-', 'notably', 'the', 'Eurasian', ',', 'Indian', 'and', 'Pacific', 'plates', '-', 'meet', '.', 'It', 'is', 'particularly', 'prone', 'to', 'earthquakes', '.', 'An', 'earthquake', 'in', 'Yushu', 'in', 'Qinghai', 'province', ',', 'which', 'is', 'next', 'to', 'Gansu', ',', 'claimed', 'almost', '2,700', 'lives', 'in', '2010', '.', 'China', ""'s"", 'most', 'devastating', 'earthquake', 'in', 'recent', 'decades', 'was', 'in', 'the', 'south', '-', 'western', 'province', 'of', 'Sichuan', 'in', '2008', 'when', '87,000', 'people', 'were', 'killed', '.']","[('Gansu', 'GPE'), ('China', 'GPE'), ('19 December 2023', 'DATE'), ('At least 127', 'CARDINAL'), ('China', 'GPE'), ('years', 'DATE'), ('6.2', 'CARDINAL'), ('Gansu', 'GPE'), ('midnight', 'TIME'), ('Monday', 'DATE'), ('GMT', 'ORG'), ('Qinghai', 'GPE'), ('more than 700', 'CARDINAL'), ('Chinese', 'NORP'), ('Xi Jinping', 'PERSON'), ('thousands', 'CARDINAL'), ('China', 'GPE'), ('2014', 'DATE'), ('more than 600', 'CARDINAL'), ('Yunnan', 'GPE'), ('Tuesday', 'DATE'), ('8.7F', 'CARDINAL'), ('Tuesday', 'DATE'), ('Chinese', 'NORP'), ('16', 'CARDINAL'), ('one', 'CARDINAL'), ('one', 'CARDINAL'), ('Mr Qin', 'PERSON'), ('Chinese', 'NORP'), ('Jishishan county', 'GPE'), ('Gansu', 'GPE'), ('more than 5,000', 'CARDINAL'), ('dozens', 'CARDINAL'), ('Chinese', 'NORP'), ('Gansu', 'GPE'), ('Tibetan', 'NORP'), ('Mongolia', 'GPE'), ('China', 'GPE'), ('Linxia Hui Autonomous Prefecture', 'PERSON'), ('Chinese Muslim', 'NORP'), ('Hui', 'NORP'), ('Dongxiang', 'PERSON'), ('Salar', 'NORP'), ('Chinese', 'NORP'), ('6.2', 'CARDINAL'), ('the US Geological Survey (USGS', 'ORG'), ('5.9', 'CARDINAL'), ('10km (6 miles', 'QUANTITY'), ('About 10', 'CARDINAL'), ('Tuesday', 'DATE'), ('Xinjiang', 'GPE'), ('Gansu', 'GPE'), ('5.5', 'CARDINAL'), ('sub-zero', 'CARDINAL'), ('Wang Yi', 'PERSON'), ('the Blue Sky Rescue Team', 'ORG'), ('BBC', 'ORG'), ('China', 'GPE'), ('more than 30,000', 'CARDINAL'), ('Wang', 'PERSON'), ('Xi', 'PERSON'), ('China', 'GPE'), ('Eurasian', 'NORP'), ('Indian', 'NORP'), ('Pacific', 'LOC'), ('Yushu', 'GPE'), ('Qinghai province', 'GPE'), ('Gansu', 'GPE'), ('almost 2,700', 'CARDINAL'), ('2010', 'DATE'), ('China', 'GPE'), ('recent decades', 'DATE'), ('Sichuan', 'GPE'), ('2008', 'DATE'), ('87,000', 'CARDINAL')]","{'neg': 0.083, 'neu': 0.867, 'pos': 0.05, 'compound': -0.9538}"
